hidden_size,activation,learning_rate,epochs,TRAIN_MAPE,TEST_MAPE,RMSE,MAE
64,relu,0.01,2000,79.34292661210787,8.831438779548153,4151.537573842157,2809.4542300721578
64,relu,0.01,4000,79.34292661210787,8.831438779548153,4151.537573842157,2809.4542300721578
64,relu,0.05,2000,79.46141233867321,8.844999278590018,4158.352994177995,2814.4316666798177
