tested_value,Train Mean,Train Std,Train Min,Train Max,Test Mean,Test Std,Test Min,Test Max
8,340.74796549905506,80.13542850349363,246.26227837208967,442.1837195607451,59.97505739039275,17.942480241495236,39.21861685917124,82.99355171078844
16,168.55422101984917,49.447641539297365,99.50491950427303,212.65745992289956,23.075166066881042,8.483744436558878,11.152532334486732,30.19794027609408
32,107.40120755911282,17.454035497734413,91.24811477970043,131.64170235194845,12.813723022335935,3.378484797355965,9.971792490872089,17.56091925264297
64,79.91992349832296,1.6394069593445724,78.26373977909788,82.15310410376313,8.915593901203188,0.423249243994648,8.44444800150159,9.470894922559822
